Name,BundleID,ImageSrc,ImageFile
Playground,com.apple.GenerativePlaygroundApp,"https://help.apple.com/assets/68DAC6E52F03DC81360CDE2C/68DAC6E92F03DC81360CDE32/en_US/5ed14a83f485d25c5c77340192dcd8f0.png","images/com_apple_generativeplaygroundapp.png"
Podcasts,com.apple.podcasts,"https://help.apple.com/assets/68DAC6E52F03DC81360CDE2C/68DAC6E92F03DC81360CDE32/en_US/4914435d08e26901613dd885d33e874a.png","images/com_apple_podcasts.png"
Preview,com.apple.Preview,"https://help.apple.com/assets/68DAC6E52F03DC81360CDE2C/68DAC6E92F03DC81360CDE32/en_US/6da7b79db099bc30de617e577dd5dffb.png","images/com_apple_preview.png"
Reminders,com.apple.reminders,"https://help.apple.com/assets/68DAC6E52F03DC81360CDE2C/68DAC6E92F03DC81360CDE32/en_US/9fbbd0b8090dadb79bc3e8303ecc0e47.png","images/com_apple_reminders.png"
Safari,com.apple.mobilesafari,"https://help.apple.com/assets/68DAC6E52F03DC81360CDE2C/68DAC6E92F03DC81360CDE32/en_US/4236b540374dd23e0ba9e00d84f328ac.png","images/com_apple_mobilesafari.png"
Settings,com.apple.Preferences,"https://help.apple.com/assets/68DAC6E52F03DC81360CDE2C/68DAC6E92F03DC81360CDE32/en_US/10da108a1ca2e743e53ff6b830473174.png","images/com_apple_preferences.png"
Shortcuts,com.apple.shortcuts,"https://help.apple.com/assets/68DAC6E52F03DC81360CDE2C/68DAC6E92F03DC81360CDE32/en_US/e30464a5cf17b16480a09f289231c001.png","images/com_apple_shortcuts.png"
Stocks,com.apple.stocks,"https://help.apple.com/assets/68DAC6E52F03DC81360CDE2C/68DAC6E92F03DC81360CDE32/en_US/7a26f608955529ffd4e770512cc7a716.png","images/com_apple_stocks.png"
Swift Playground,com.apple.Playgrounds,"https://help.apple.com/assets/68DAC6E52F03DC81360CDE2C/68DAC6E92F03DC81360CDE32/en_US/7c2614bc7187301108596bcfa1bf1b89.png","images/com_apple_playgrounds.png"
Tips,com.apple.tips,"https://help.apple.com/assets/68DAC6E52F03DC81360CDE2C/68DAC6E92F03DC81360CDE32/en_US/4adb39ac3f65db381333d01c51f5319b.png","images/com_apple_tips.png"
Translate,com.apple.Translate,"https://help.apple.com/assets/68DAC6E52F03DC81360CDE2C/68DAC6E92F03DC81360CDE32/en_US/74aa668910bcfb88d7e8aa3f80a1f6f3.png","images/com_apple_translate.png"
TV,com.apple.tv,"https://help.apple.com/assets/68DAC6E52F03DC81360CDE2C/68DAC6E92F03DC81360CDE32/en_US/25f38412b910d9c8e9aa0b501e4ba5ab.png","images/com_apple_tv.png"
Voice Memos,com.apple.VoiceMemos,"https://help.apple.com/assets/68DAC6E52F03DC81360CDE2C/68DAC6E92F03DC81360CDE32/en_US/d2cdf4b7cd60262c6ecfab65d55d6b44.png","images/com_apple_voicememos.png"
Wallet,com.apple.Passbook,"https://help.apple.com/assets/68DAC6E52F03DC81360CDE2C/68DAC6E92F03DC81360CDE32/en_US/59444fe32082698a130fb0e842f45f49.png","images/com_apple_passbook.png"
Watch,com.apple.Bridge,"https://help.apple.com/assets/68DAC6E52F03DC81360CDE2C/68DAC6E92F03DC81360CDE32/en_US/a03bb76334d7e969a2bbcbeefc515790.png","images/com_apple_bridge.png"
Weather,com.apple.weather,"https://help.apple.com/assets/68DAC6E52F03DC81360CDE2C/68DAC6E92F03DC81360CDE32/en_US/c48a1bb92c915a0bb187ab3d87144263.png","images/com_apple_weather.png"
